time,total_power_MW,5th_percentile,95th_percentile
2018-01-14 18:00:00,2483.5927295292795,2336.269237593704,2633.6060231592546
2018-01-14 18:15:00,3003.258240731883,2847.372246854103,3161.6060186669874
2018-01-14 18:30:00,3403.1529995544643,3242.8978792161356,3565.686971479882
2018-01-14 18:45:00,4222.300875356762,4043.4099384625556,4403.488865990225
2018-01-14 19:00:00,4267.187241157705,4098.361928624593,4438.071320918554
2018-01-14 19:15:00,4614.67897416062,4440.305573628531,4791.211821518397
2018-01-14 19:30:00,5089.349496753952,4911.731529817567,5268.863035625241
2018-01-14 19:45:00,5408.207293360655,5225.5241175175715,5592.756749221666
2018-01-14 20:00:00,6159.86843245951,5964.636654136262,6356.675936772637
2018-01-14 20:15:00,6801.567611864692,6597.689524968402,7006.791022389793
2018-01-14 20:30:00,7254.168803455141,7048.755377181044,7460.971990093814
2018-01-14 20:45:00,7229.466657191312,7025.811891727371,7434.599779238206
2018-01-14 21:00:00,7513.538328428859,7313.453896786666,7715.372971129927
2018-01-14 21:15:00,7593.04107458356,7387.443031648049,7799.982597438839
2018-01-14 21:30:00,7766.826260678927,7564.4786156690425,7970.612879264325
2018-01-14 21:45:00,7232.168121739051,7037.858871845945,7428.158393586815
2018-01-14 22:00:00,7535.565337396936,7330.7107148427685,7742.067005112363
2018-01-14 22:15:00,7388.257023010299,7192.773106245612,7585.513174885467
2018-01-14 22:30:00,6901.341321433955,6711.867145346668,7092.776876642584
2018-01-14 22:45:00,6934.016339076743,6750.013519731447,7119.540387598012
2018-01-14 23:00:00,6662.9682568682965,6475.931406722182,6851.795453856395
2018-01-14 23:15:00,5937.970871967876,5766.125296587178,6111.845502021226
2018-01-14 23:30:00,5955.096355603779,5774.505764554793,6137.725551379796
2018-01-14 23:45:00,6455.032340530562,6262.604028982619,6649.435297725115
