time,total_power_MW,5th_percentile,95th_percentile
2018-01-14 06:30:00,2515.481000262187,2428.1493947899676,2605.098454188367
2018-01-14 06:45:00,2884.3098736054812,2779.2190106361327,2991.9694358884667
2018-01-14 07:00:00,2931.806669078574,2826.569044616861,3039.5676459650836
2018-01-14 07:15:00,3031.9014138428647,2925.7282459542034,3140.5398522529
2018-01-14 07:30:00,3382.494184501077,3261.5672235979937,3505.8070963469977
2018-01-14 07:45:00,3836.1294008189657,3703.2307466497764,3971.446936030309
2018-01-14 08:00:00,3996.1937166770354,3858.537366133989,4136.426387390691
2018-01-14 08:15:00,4288.380368570878,4149.340258154542,4429.5952586343365
2018-01-14 08:30:00,4254.892915835159,4115.375073208851,4396.653670863381
2018-01-14 08:45:00,4475.445084974207,4332.878450514881,4620.214692230668
2018-01-14 09:00:00,5066.159756818698,4907.2752498252485,5227.126750543305
2018-01-14 09:15:00,5033.25897297279,4878.862307319833,5189.657877577775
2018-01-14 09:30:00,5080.800006468904,4917.469163156131,5246.455653749609
2018-01-14 09:45:00,5196.660621726178,5035.925932334839,5359.462653834714
2018-01-14 10:00:00,5235.910138274959,5079.298542948857,5394.542084085267
2018-01-14 10:15:00,5325.221147859555,5163.180826675134,5489.302323834475
2018-01-14 10:30:00,5782.245839350924,5606.343759684441,5960.2143644967555
2018-01-14 10:45:00,5647.020672866743,5473.677446137704,5822.5730766486395
2018-01-14 11:00:00,5651.41456254036,5477.951240044381,5827.040982197245
2018-01-14 11:15:00,5810.2155202312415,5634.221024023548,5988.1882433821975
2018-01-14 11:30:00,5889.1717100165315,5709.550725573077,6071.031650675395
2018-01-14 11:45:00,5930.127189502215,5754.253283531807,6107.995353791245
2018-01-14 12:00:00,6116.474461345553,5946.087232650523,6288.77848612118
2018-01-14 12:15:00,5732.240611033777,5576.5785877228145,5889.785891733433
2018-01-14 12:30:00,5983.498080601402,5807.034482842958,6162.014722742804
2018-01-14 12:45:00,6049.253498039391,5839.7655211554675,6266.353952209725
2018-01-14 13:00:00,5614.100553265581,5432.579696407112,5800.705443105044
2018-01-14 13:15:00,5067.607377235247,4917.6137292238445,5219.875573117609
2018-01-14 13:30:00,5061.114007147007,4914.207633135487,5209.975048245575
2018-01-14 13:45:00,5312.164608280755,5150.216009446989,5476.314903426679
2018-01-14 14:00:00,5140.70563777472,4986.1000856126875,5297.412583987469
2018-01-14 14:15:00,5079.179029461307,4926.03718673778,5234.362241256728
2018-01-14 14:30:00,4825.445504669465,4683.960757592789,4968.917853180759
2018-01-14 14:45:00,4915.059585123774,4768.160313271716,5064.144063189279
2018-01-14 15:00:00,4633.816051689736,4495.434996383928,4774.52222852858
2018-01-14 15:15:00,4874.101994476118,4728.369816289133,5021.994005614552
2018-01-14 15:30:00,4514.514472299113,4380.19506605336,4650.999138160921
2018-01-14 15:45:00,4810.018756407084,4659.852335504669,4962.361369683751
2018-01-14 16:00:00,5118.922298752353,4965.118346623698,5274.597011560768
2018-01-14 16:15:00,5213.337121626451,5056.523767440472,5372.355366814652
2018-01-14 16:30:00,5053.858691160325,4906.15136797065,5203.603352141823
2018-01-14 16:45:00,5126.900518835193,4972.364646682921,5283.566602501508
2018-01-14 17:00:00,5792.751755966196,5619.4516747482085,5968.020971192661
2018-01-14 17:15:00,6041.028101562524,5822.1080545872355,6271.789543263781
2018-01-14 17:30:00,5689.897134003138,5529.538206172252,5852.298012704548
2018-01-14 17:45:00,5789.34282806422,5625.630513421722,5954.9838483354615
2018-01-14 18:00:00,5859.436343787174,5691.005064050041,6029.958318584378
2018-01-14 18:15:00,5750.1037364663,5585.962702159892,5916.200439134718
2018-01-14 18:30:00,5838.419830637785,5678.032399073894,6000.61994119453
2018-01-14 18:45:00,6135.307152259677,5959.946619784273,6312.536013776908
2018-01-14 19:00:00,6033.435092244021,5868.379665479457,6200.341344442285
2018-01-14 19:15:00,6106.270251407187,5937.838200696757,6276.611453276205
2018-01-14 19:30:00,6314.068606773542,6143.303413867564,6486.681397026668
2018-01-14 19:45:00,6439.904706809244,6263.927157858685,6617.708194165919
2018-01-14 20:00:00,6765.344759018914,6581.481873549974,6951.069964741545
2018-01-14 20:15:00,7016.2065385102105,6832.452889473922,7201.670787383521
2018-01-14 20:30:00,6969.213043622942,6785.70997132344,7154.405390485823
2018-01-14 20:45:00,6742.111280135445,6562.527204394026,6923.39432890343
2018-01-14 21:00:00,6575.670969276214,6404.009490900995,6749.132701819125
2018-01-14 21:15:00,6451.927487084398,6274.619664163293,6631.138165991187
2018-01-14 21:30:00,6565.386315782046,6385.072020700086,6747.442212593633
2018-01-14 21:45:00,6054.228891954508,5887.5333851252135,6222.754225910582
2018-01-14 22:00:00,6205.0897802297695,6029.706581055649,6382.24027747109
2018-01-14 22:15:00,6043.28687603089,5877.3799307362015,6211.172493726536
2018-01-14 22:30:00,5789.024794339941,5623.859422649086,5956.410203816209
2018-01-14 22:45:00,5695.876139170256,5535.922821341156,5857.849890139481
2018-01-14 23:00:00,5086.9502756977245,4935.639808856359,5240.407512546521
2018-01-14 23:15:00,4296.947790116659,4167.042020323951,4428.936594415161
2018-01-14 23:30:00,4071.458555956756,3938.14506249064,4207.085579552287
2018-01-14 23:45:00,3876.8761332387794,3741.7333293499814,4014.5095517913064
